Order ID,Product,Category,Price,Quantity,Location,Order Date
ORD-01913,Shoes,Clothing,59.7,6,New York,2024-04-27
ORD-01914,Non-Fiction,Books,8.65,4,Houston,2024-10-17
ORD-01915,Blender,Home & Kitchen,955.07,2,New York,2024-05-15
ORD-01916,Jacket,Clothing,760.23,6,Chicago,2024-05-18
ORD-01917,Vacuum Cleaner,Home & Kitchen,9.09,10,San Francisco,2024-05-26
ORD-01918,Phone,Electronics,279.69,2,Los Angeles,2024-04-20
ORD-01919,Phone,Electronics,573.61,3,Houston,2024-05-26
ORD-01920,Action Figure,Toys,587.44,1,Chicago,2023-12-25
ORD-01921,Phone,Electronics,189.19,1,Houston,2023-12-05
ORD-01922,Cookware,Home & Kitchen,878.32,10,San Francisco,2024-01-12
ORD-01923,Tablet,Electronics,457.07,9,Los Angeles,2024-06-28
ORD-01924,Biography,Books,701.74,2,Los Angeles,2024-08-12
ORD-01925,Fiction,Books,877.76,3,Los Angeles,2024-10-12
ORD-01926,Cookware,Home & Kitchen,950.6,10,New York,2024-04-06
ORD-01927,Laptop,Electronics,381.25,5,Houston,2024-02-20
ORD-01928,Puzzle,Toys,172.53,9,San Francisco,2024-03-23
ORD-01929,Shirt,Clothing,557.58,7,New York,2024-06-11
ORD-01930,Tablet,Electronics,285.51,5,New York,2024-10-08
ORD-01931,Non-Fiction,Books,859.6,5,San Francisco,2024-05-07
ORD-01932,Tablet,Electronics,902.36,8,Chicago,2024-07-26
ORD-01933,Tennis Racket,Sports,680.39,2,New York,2023-12-30
ORD-01934,Vacuum Cleaner,Home & Kitchen,617.44,8,New York,2024-11-08
ORD-01935,Headphones,Electronics,877.06,8,San Francisco,2024-05-20
ORD-01936,Phone,Electronics,19.1,9,San Francisco,2024-08-27
ORD-01937,Action Figure,Toys,149.46,7,San Francisco,2023-12-13
ORD-01938,Cookware,Home & Kitchen,590.65,6,Houston,2024-01-14
ORD-01939,Fiction,Books,283.17,3,Los Angeles,2024-04-09
ORD-01940,Jeans,Clothing,86.18,7,Houston,2024-07-20
ORD-01941,Tennis Racket,Sports,813.88,4,Chicago,2023-12-07
ORD-01942,Action Figure,Toys,990.57,2,Houston,2024-07-23
ORD-01943,Fiction,Books,263.12,2,Houston,2024-06-16
ORD-01944,Yoga Mat,Sports,157.65,1,Houston,2024-09-11
ORD-01945,Tablet,Electronics,735.65,1,New York,2024-11-08
ORD-01946,Doll,Toys,964.65,7,San Francisco,2024-11-17
ORD-01947,Biography,Books,29.12,10,Chicago,2024-11-17
ORD-01948,Fiction,Books,879.03,9,Chicago,2024-04-14
ORD-01949,Biography,Books,271.13,7,Houston,2024-02-05
ORD-01950,Jeans,Clothing,41.57,7,Houston,2024-09-11
ORD-01951,Jacket,Clothing,183.6,9,San Francisco,2024-11-13
ORD-01952,Doll,Toys,166.46,6,New York,2024-01-30
ORD-01953,Tennis Racket,Sports,777.97,7,New York,2024-02-08
ORD-01954,Tablet,Electronics,721.26,9,New York,2024-07-09
ORD-01955,Football,Sports,391.06,5,New York,2024-03-27
ORD-01956,Doll,Toys,786.19,10,Houston,2024-03-31
ORD-01957,Football,Sports,266.29,1,San Francisco,2024-10-14
ORD-01958,Microwave,Home & Kitchen,553.01,4,Chicago,2024-04-01
ORD-01959,Vacuum Cleaner,Home & Kitchen,714.77,1,Chicago,2024-01-16
ORD-01960,Jeans,Clothing,593.9,5,Chicago,2023-12-24
ORD-01961,Phone,Electronics,824.43,4,Los Angeles,2024-08-27
ORD-01962,Tennis Racket,Sports,560.59,1,San Francisco,2024-10-07
ORD-01963,Phone,Electronics,184.47,2,Houston,2024-07-16
ORD-01964,Doll,Toys,892.32,10,San Francisco,2024-09-01
ORD-01965,Basketball,Sports,858.76,5,Houston,2023-12-17
ORD-01966,Vacuum Cleaner,Home & Kitchen,717.63,4,Houston,2024-06-25
ORD-01967,Tablet,Electronics,521.22,1,Houston,2024-07-18
ORD-01968,Vacuum Cleaner,Home & Kitchen,77.31,7,San Francisco,2024-06-20
ORD-01969,Cookware,Home & Kitchen,572.09,1,San Francisco,2023-12-22
ORD-01970,Cookware,Home & Kitchen,586.49,2,Houston,2024-09-20
ORD-01971,Tablet,Electronics,606.04,2,Houston,2024-09-07
ORD-01972,Tablet,Electronics,653.04,9,Houston,2024-05-09
ORD-01973,Football,Sports,160.8,8,Los Angeles,2024-09-03
ORD-01974,Tennis Racket,Sports,540.16,2,Chicago,2024-01-25
ORD-01975,Blender,Home & Kitchen,902.84,8,Chicago,2024-04-11
ORD-01976,Shoes,Clothing,486.65,2,San Francisco,2024-06-26
ORD-01977,Microwave,Home & Kitchen,205.77,7,Chicago,2023-12-19
ORD-01978,Jacket,Clothing,971.94,4,Los Angeles,2024-10-25
ORD-01979,Phone,Electronics,654.74,5,Chicago,2024-02-01
ORD-01980,Phone,Electronics,109.68,4,San Francisco,2024-08-16
ORD-01981,Blender,Home & Kitchen,864.61,10,Chicago,2024-04-21
ORD-01982,Shoes,Clothing,705.76,2,San Francisco,2024-06-07
ORD-01983,Tablet,Electronics,172.41,5,Houston,2023-12-10
ORD-01984,Textbook,Books,754.73,5,Houston,2024-03-20
ORD-01985,Biography,Books,825.07,10,Houston,2024-03-09
ORD-01986,Blender,Home & Kitchen,740.65,7,Chicago,2024-07-04
ORD-01987,Headphones,Electronics,477.61,2,Los Angeles,2024-05-17
ORD-01988,Action Figure,Toys,898.95,1,New York,2024-10-31
ORD-01989,Phone,Electronics,747.71,7,Chicago,2024-10-29
ORD-01990,Tennis Racket,Sports,23.44,4,Chicago,2024-03-23
ORD-01991,Tennis Racket,Sports,345.25,7,Houston,2024-11-19
ORD-01992,Jeans,Clothing,270.84,4,New York,2024-08-29
ORD-01993,Vacuum Cleaner,Home & Kitchen,454.85,4,Los Angeles,2024-05-12
ORD-01994,Vacuum Cleaner,Home & Kitchen,753.65,8,Houston,2024-02-13
ORD-01995,Fiction,Books,222.15,4,Los Angeles,2024-06-29
ORD-01996,Laptop,Electronics,200.91,10,New York,2024-03-06
ORD-01997,Shirt,Clothing,90.58,8,San Francisco,2024-09-26
ORD-01998,Doll,Toys,62.87,9,New York,2024-09-05
ORD-01999,Non-Fiction,Books,957.01,3,San Francisco,2023-12-01
ORD-02000,Football,Sports,358.77,9,Houston,2024-01-25
ORD-02001,Vacuum Cleaner,Home & Kitchen,783.82,2,Houston,2024-06-18
ORD-02002,Tennis Racket,Sports,148.05,8,New York,2024-11-20
ORD-02003,Doll,Toys,354.66,6,Los Angeles,2024-09-16
ORD-02004,Football,Sports,629.28,10,Chicago,2024-03-22
ORD-02005,Tablet,Electronics,733.9,9,Los Angeles,2024-05-29
ORD-02006,Cookware,Home & Kitchen,656.63,3,New York,2024-03-12
ORD-02007,Puzzle,Toys,896.8,3,Houston,2024-10-07
ORD-02008,Doll,Toys,164.68,1,Chicago,2024-02-07
ORD-02009,Basketball,Sports,139.93,6,Chicago,2024-11-04
ORD-02010,Blender,Home & Kitchen,521.23,6,Houston,2024-08-25
ORD-02011,Building Blocks,Toys,701.88,6,Los Angeles,2024-02-09
ORD-02012,Basketball,Sports,223.85,5,Los Angeles,2024-03-09
ORD-02013,Doll,Toys,546.34,9,San Francisco,2024-06-29
ORD-02014,Tennis Racket,Sports,894.92,8,Houston,2024-02-05
ORD-02015,Doll,Toys,121.89,9,Chicago,2024-08-12
ORD-02016,Tennis Racket,Sports,807.26,5,San Francisco,2024-11-05
ORD-02017,Basketball,Sports,649.86,4,San Francisco,2024-09-21
ORD-02018,Laptop,Electronics,798.42,5,San Francisco,2024-10-23
ORD-02019,Biography,Books,351.94,6,Chicago,2024-07-26
ORD-02020,Yoga Mat,Sports,652.04,3,Houston,2024-03-21
ORD-02021,Cookware,Home & Kitchen,675.56,9,Los Angeles,2024-05-29
ORD-02022,Vacuum Cleaner,Home & Kitchen,849.27,10,New York,2024-03-05
ORD-02023,Microwave,Home & Kitchen,962.56,5,Chicago,2024-05-20
ORD-02024,Puzzle,Toys,359.84,2,San Francisco,2024-06-21
ORD-02025,Jacket,Clothing,700.28,2,Los Angeles,2024-01-06
ORD-02026,Textbook,Books,831.57,2,San Francisco,2024-08-12
ORD-02027,Microwave,Home & Kitchen,337.25,7,San Francisco,2024-03-04
ORD-02028,Football,Sports,482.7,7,Chicago,2024-06-29
ORD-02029,Microwave,Home & Kitchen,516.92,10,Houston,2024-10-31
ORD-02030,Biography,Books,489.03,4,New York,2024-08-19
ORD-02031,Biography,Books,261.71,6,Los Angeles,2024-06-17
ORD-02032,Shoes,Clothing,579.09,10,Houston,2024-01-25
ORD-02033,Textbook,Books,999.57,10,San Francisco,2024-04-29
ORD-02034,Blender,Home & Kitchen,795.04,1,Chicago,2024-03-15
ORD-02035,Microwave,Home & Kitchen,324.35,5,San Francisco,2024-05-25
ORD-02036,Shirt,Clothing,140.79,6,Los Angeles,2024-07-28
ORD-02037,Tennis Racket,Sports,571.59,4,San Francisco,2024-03-26
ORD-02038,Non-Fiction,Books,478.28,3,Los Angeles,2024-05-03
ORD-02039,Biography,Books,608.96,3,New York,2024-11-25
ORD-02040,Vacuum Cleaner,Home & Kitchen,252.18,2,San Francisco,2024-11-10
ORD-02041,Building Blocks,Toys,578.55,1,Houston,2024-09-05
ORD-02042,Vacuum Cleaner,Home & Kitchen,983.04,4,Houston,2024-03-02
ORD-02043,Biography,Books,452.11,9,New York,2024-08-04
ORD-02044,Shoes,Clothing,814.7,8,Los Angeles,2024-05-31
ORD-02045,Doll,Toys,826.2,4,Houston,2024-02-25
ORD-02046,Building Blocks,Toys,74.05,5,San Francisco,2024-07-01
ORD-02047,Building Blocks,Toys,192.77,6,Los Angeles,2024-09-22
ORD-02048,Fiction,Books,131.48,5,Chicago,2024-08-25
ORD-02049,Tablet,Electronics,905.45,7,New York,2024-10-22
ORD-02050,Vacuum Cleaner,Home & Kitchen,229.76,2,Los Angeles,2024-01-30
ORD-02051,Cookware,Home & Kitchen,385.71,4,New York,2024-09-29
ORD-02052,Puzzle,Toys,687.6,5,Los Angeles,2024-03-29
ORD-02053,Vacuum Cleaner,Home & Kitchen,564.89,3,Houston,2024-08-01
ORD-02054,Jeans,Clothing,245.36,2,Houston,2024-11-04
ORD-02055,Cookware,Home & Kitchen,483.2,6,San Francisco,2024-11-11
ORD-02056,Headphones,Electronics,509.27,5,San Francisco,2024-11-13
ORD-02057,Shirt,Clothing,225.59,7,Chicago,2023-12-07
ORD-02058,Jacket,Clothing,247.6,10,Los Angeles,2023-12-22
ORD-02059,Football,Sports,753.91,3,New York,2024-01-08
ORD-02060,Tablet,Electronics,387.59,10,San Francisco,2024-11-26
ORD-02061,Textbook,Books,816.28,10,Houston,2024-07-07
ORD-02062,Tennis Racket,Sports,257.52,5,New York,2024-02-15
ORD-02063,Building Blocks,Toys,15.69,6,New York,2024-10-14
ORD-02064,Non-Fiction,Books,906.66,2,Los Angeles,2024-02-28
ORD-02065,Headphones,Electronics,128.16,6,San Francisco,2024-02-24
ORD-02066,Textbook,Books,356.41,2,San Francisco,2024-05-08
ORD-02067,Blender,Home & Kitchen,378.59,5,Chicago,2024-07-15
ORD-02068,Yoga Mat,Sports,954.76,10,San Francisco,2024-09-06
ORD-02069,Yoga Mat,Sports,25.91,5,Los Angeles,2024-05-12
ORD-02070,Football,Sports,663.33,1,Los Angeles,2024-03-25
ORD-02071,Shirt,Clothing,648.37,2,San Francisco,2024-10-10
ORD-02072,Doll,Toys,228.66,2,San Francisco,2023-12-03
ORD-02073,Fiction,Books,844.14,6,New York,2024-06-29
ORD-02074,Puzzle,Toys,360.17,6,San Francisco,2024-09-10
ORD-02075,Building Blocks,Toys,853.42,4,Chicago,2024-01-23
ORD-02076,Blender,Home & Kitchen,482.09,10,Houston,2024-04-23
ORD-02077,Tennis Racket,Sports,616.59,4,Los Angeles,2024-11-20
ORD-02078,Action Figure,Toys,956.24,10,New York,2024-04-19
ORD-02079,Shirt,Clothing,430.52,2,Houston,2024-09-16
ORD-02080,Vacuum Cleaner,Home & Kitchen,626.68,7,Los Angeles,2024-02-12
ORD-02081,Building Blocks,Toys,545.53,1,San Francisco,2024-04-06
ORD-02082,Tennis Racket,Sports,341.82,7,San Francisco,2024-01-30
ORD-02083,Tennis Racket,Sports,264.88,7,Houston,2023-12-04
ORD-02084,Shirt,Clothing,749.83,2,San Francisco,2024-02-15
ORD-02085,Jacket,Clothing,55.6,6,Chicago,2024-04-07
ORD-02086,Cookware,Home & Kitchen,531.08,5,San Francisco,2024-05-22
ORD-02087,Action Figure,Toys,611.73,8,Los Angeles,2024-02-19
ORD-02088,Headphones,Electronics,736.73,2,New York,2024-08-19
ORD-02089,Tablet,Electronics,542.9,7,New York,2024-09-26
ORD-02090,Building Blocks,Toys,101.12,2,San Francisco,2024-01-10
ORD-02091,Doll,Toys,834.5,9,Chicago,2024-01-21
ORD-02092,Tennis Racket,Sports,575.22,5,Chicago,2024-03-24
ORD-02093,Basketball,Sports,187.09,7,Los Angeles,2024-04-24
ORD-02094,Blender,Home & Kitchen,40.17,6,Los Angeles,2024-04-21
ORD-02095,Shirt,Clothing,315.11,7,Los Angeles,2023-12-20
ORD-02096,Non-Fiction,Books,603.94,8,Los Angeles,2024-03-24
ORD-02097,Jacket,Clothing,295.27,9,San Francisco,2024-09-09
ORD-02098,Puzzle,Toys,443.5,4,Houston,2024-06-11
ORD-02099,Basketball,Sports,532.71,8,Chicago,2024-05-04
ORD-02100,Basketball,Sports,47.36,1,San Francisco,2024-11-16
ORD-02101,Jeans,Clothing,847.86,6,San Francisco,2024-08-29
ORD-02102,Headphones,Electronics,52.29,2,Chicago,2024-03-01
ORD-02103,Vacuum Cleaner,Home & Kitchen,700.18,9,San Francisco,2024-09-14
ORD-02104,Puzzle,Toys,187.5,6,Los Angeles,2024-06-10
ORD-02105,Jacket,Clothing,934.61,8,San Francisco,2023-12-03
ORD-02106,Action Figure,Toys,179.98,8,New York,2024-05-01
ORD-02107,Jacket,Clothing,784.18,6,Houston,2024-06-03
ORD-02108,Yoga Mat,Sports,717.48,1,San Francisco,2024-04-30
ORD-02109,Non-Fiction,Books,998.8,1,San Francisco,2024-08-05
ORD-02110,Textbook,Books,117.41,5,Houston,2024-08-15
ORD-02111,Doll,Toys,56.04,4,Los Angeles,2024-09-02
ORD-02112,Yoga Mat,Sports,337.3,1,New York,2024-08-17
ORD-02113,Biography,Books,478.14,5,Chicago,2024-08-02
ORD-02114,Yoga Mat,Sports,853.08,5,San Francisco,2024-03-18
ORD-02115,Football,Sports,277.14,6,Los Angeles,2024-05-18
ORD-02116,Microwave,Home & Kitchen,577.42,1,San Francisco,2024-03-14
ORD-02117,Shirt,Clothing,164.15,2,Houston,2024-03-07
ORD-02118,Building Blocks,Toys,440.65,8,San Francisco,2023-12-13
ORD-02119,Shirt,Clothing,900.46,9,Chicago,2024-02-11
ORD-02120,Football,Sports,722.59,5,San Francisco,2024-10-15
ORD-02121,Fiction,Books,997.68,9,Chicago,2024-05-05
ORD-02122,Microwave,Home & Kitchen,42.35,3,Houston,2023-12-23
ORD-02123,Textbook,Books,61.49,2,Chicago,2024-04-28
ORD-02124,Jacket,Clothing,418.96,8,San Francisco,2024-06-26
ORD-02125,Doll,Toys,387.53,2,New York,2024-07-06
ORD-02126,Action Figure,Toys,192.28,10,New York,2024-11-18
ORD-02127,Biography,Books,355.43,6,Houston,2024-03-05
ORD-02128,Building Blocks,Toys,754.51,1,Los Angeles,2024-08-02
ORD-02129,Non-Fiction,Books,890.85,3,Houston,2024-03-23
ORD-02130,Non-Fiction,Books,352.77,5,Chicago,2024-04-01
ORD-02131,Phone,Electronics,292.73,7,New York,2024-06-20
ORD-02132,Basketball,Sports,351.11,4,New York,2024-07-11
ORD-02133,Blender,Home & Kitchen,313.65,10,New York,2024-05-15
ORD-02134,Building Blocks,Toys,708.96,1,Chicago,2024-02-21
ORD-02135,Fiction,Books,430.29,4,Chicago,2024-10-20
ORD-02136,Shoes,Clothing,293.11,2,Chicago,2024-06-28
ORD-02137,Shoes,Clothing,892.72,2,Chicago,2024-06-28
ORD-02138,Building Blocks,Toys,490.85,7,New York,2024-03-02
ORD-02139,Microwave,Home & Kitchen,628.54,2,New York,2024-08-04
ORD-02140,Cookware,Home & Kitchen,672.96,10,Houston,2024-07-24
ORD-02141,Jacket,Clothing,931.3,2,San Francisco,2024-03-11
ORD-02142,Shoes,Clothing,298.62,2,Los Angeles,2024-10-28
ORD-02143,Tablet,Electronics,900.66,10,Los Angeles,2024-06-15
ORD-02144,Non-Fiction,Books,511.64,2,San Francisco,2024-06-09
ORD-02145,Microwave,Home & Kitchen,127.8,9,Chicago,2024-10-17
ORD-02146,Microwave,Home & Kitchen,983.11,10,Chicago,2023-12-09
ORD-02147,Vacuum Cleaner,Home & Kitchen,119.34,4,New York,2024-01-09
ORD-02148,Tablet,Electronics,446.32,8,New York,2024-07-17
ORD-02149,Phone,Electronics,700.01,3,Los Angeles,2024-01-21
ORD-02150,Doll,Toys,956.34,5,Los Angeles,2024-10-27
ORD-02151,Tablet,Electronics,369.65,2,San Francisco,2024-04-24
ORD-02152,Biography,Books,699.83,5,New York,2024-10-18
ORD-02153,Tablet,Electronics,297.5,4,Houston,2024-01-09
ORD-02154,Microwave,Home & Kitchen,697.95,6,San Francisco,2024-08-23
ORD-02155,Microwave,Home & Kitchen,588.49,5,New York,2024-02-10
ORD-02156,Yoga Mat,Sports,992.37,3,Los Angeles,2024-07-03
ORD-02157,Football,Sports,125.82,1,Houston,2024-10-31
ORD-02158,Biography,Books,249.97,6,Los Angeles,2024-04-10
ORD-02159,Headphones,Electronics,270.98,3,Chicago,2024-02-19
ORD-02160,Laptop,Electronics,723.02,5,Chicago,2024-02-09
ORD-02161,Building Blocks,Toys,808.72,1,Los Angeles,2024-08-18
ORD-02162,Headphones,Electronics,787.84,7,Los Angeles,2024-09-03
ORD-02163,Tennis Racket,Sports,456.83,7,Houston,2024-10-20
ORD-02164,Headphones,Electronics,820.93,4,New York,2024-06-18
ORD-02165,Microwave,Home & Kitchen,506.21,8,San Francisco,2024-05-20
ORD-02166,Phone,Electronics,942.65,7,Chicago,2024-09-28
ORD-02167,Football,Sports,453.33,1,New York,2024-03-17
ORD-02168,Basketball,Sports,291.5,9,Chicago,2023-12-03
ORD-02169,Jeans,Clothing,878.56,9,Chicago,2024-07-23
ORD-02170,Non-Fiction,Books,370.41,6,Chicago,2024-06-08
ORD-02171,Vacuum Cleaner,Home & Kitchen,697.79,9,Los Angeles,2023-12-29
ORD-02172,Biography,Books,102.72,7,Chicago,2024-10-26
ORD-02173,Yoga Mat,Sports,553.17,10,Chicago,2024-02-24
ORD-02174,Yoga Mat,Sports,12.25,4,New York,2024-04-01
ORD-02175,Action Figure,Toys,917.07,9,Los Angeles,2024-01-22
ORD-02176,Shirt,Clothing,348.04,2,Houston,2024-03-11
ORD-02177,Puzzle,Toys,514.55,8,New York,2024-11-08
ORD-02178,Laptop,Electronics,43.52,5,San Francisco,2023-12-01
ORD-02179,Action Figure,Toys,18.65,7,San Francisco,2024-07-13
ORD-02180,Shirt,Clothing,271.14,2,San Francisco,2023-12-16
ORD-02181,Headphones,Electronics,93.75,6,Los Angeles,2024-08-07
ORD-02182,Football,Sports,825.77,7,San Francisco,2023-12-29
ORD-02183,Fiction,Books,36.94,6,Houston,2023-12-04
ORD-02184,Jeans,Clothing,432.79,2,New York,2024-07-13
ORD-02185,Laptop,Electronics,485.52,7,Chicago,2024-02-25
ORD-02186,Shirt,Clothing,908.5,9,New York,2023-12-20
ORD-02187,Microwave,Home & Kitchen,792.57,4,Los Angeles,2024-06-29
ORD-02188,Yoga Mat,Sports,939.4,2,Houston,2024-05-11
ORD-02189,Fiction,Books,794.36,2,Los Angeles,2024-02-29
ORD-02190,Tablet,Electronics,912.38,6,Chicago,2024-02-02
ORD-02191,Biography,Books,310.28,6,Chicago,2024-11-11
ORD-02192,Football,Sports,375.32,8,New York,2024-07-01
ORD-02193,Shoes,Clothing,506.33,2,New York,2024-04-26
ORD-02194,Tablet,Electronics,230.58,3,Los Angeles,2024-07-31
ORD-02195,Jacket,Clothing,610.21,4,New York,2024-04-17
ORD-02196,Blender,Home & Kitchen,232.69,9,Chicago,2024-10-05
ORD-02197,Phone,Electronics,78.15,1,New York,2024-02-02
ORD-02198,Vacuum Cleaner,Home & Kitchen,190.66,6,New York,2024-03-23
ORD-02199,Yoga Mat,Sports,452.45,3,New York,2024-03-30
ORD-02200,Yoga Mat,Sports,350.19,9,Los Angeles,2024-07-10
ORD-02201,Doll,Toys,726.73,2,San Francisco,2024-05-21
ORD-02202,Jacket,Clothing,999.72,1,Houston,2023-12-09
ORD-02203,Fiction,Books,337.17,2,New York,2024-08-22
ORD-02204,Basketball,Sports,677.51,9,Los Angeles,2024-10-06
ORD-02205,Shirt,Clothing,688.78,1,Houston,2024-08-22
ORD-02206,Football,Sports,288.38,1,San Francisco,2024-05-25
ORD-02207,Jeans,Clothing,30.32,9,Los Angeles,2023-12-04
ORD-02208,Microwave,Home & Kitchen,751.79,10,Houston,2024-11-05
ORD-02209,Vacuum Cleaner,Home & Kitchen,300.97,8,Los Angeles,2024-10-10
ORD-02210,Building Blocks,Toys,939.53,4,New York,2024-03-19
ORD-02211,Yoga Mat,Sports,923.85,2,Los Angeles,2024-02-18
ORD-02212,Shoes,Clothing,280.3,6,San Francisco,2024-02-19
ORD-02213,Cookware,Home & Kitchen,780.98,8,Houston,2024-05-21
ORD-02214,Tablet,Electronics,835.79,9,New York,2023-12-30
ORD-02215,Microwave,Home & Kitchen,215.8,9,New York,2024-03-03
ORD-02216,Cookware,Home & Kitchen,758.25,1,Houston,2023-12-28
ORD-02217,Shoes,Clothing,628.85,1,San Francisco,2024-10-15
ORD-02218,Headphones,Electronics,475.1,7,New York,2024-03-23
ORD-02219,Headphones,Electronics,496.11,5,Chicago,2024-09-12
ORD-02220,Football,Sports,977.8,8,Los Angeles,2024-09-10
ORD-02221,Shirt,Clothing,264.8,5,New York,2024-07-26
ORD-02222,Puzzle,Toys,701.48,5,Chicago,2024-01-18
ORD-02223,Non-Fiction,Books,680.26,6,San Francisco,2024-06-14
ORD-02224,Cookware,Home & Kitchen,955.63,3,Los Angeles,2024-05-21
ORD-02225,Headphones,Electronics,677.83,1,Houston,2024-07-03
ORD-02226,Microwave,Home & Kitchen,285.06,2,Chicago,2024-04-19
ORD-02227,Tennis Racket,Sports,551.97,3,Los Angeles,2024-04-12
ORD-02228,Jacket,Clothing,267.38,2,New York,2024-05-23
ORD-02229,Microwave,Home & Kitchen,408.47,5,New York,2024-11-07
ORD-02230,Headphones,Electronics,687.99,5,Los Angeles,2024-01-29
ORD-02231,Building Blocks,Toys,954.16,3,Chicago,2024-10-07
ORD-02232,Football,Sports,785.78,3,New York,2024-01-18
ORD-02233,Doll,Toys,458.61,8,San Francisco,2024-04-28
ORD-02234,Textbook,Books,806.18,7,New York,2024-11-25
ORD-02235,Biography,Books,17.73,9,Chicago,2024-03-19
ORD-02236,Biography,Books,96.94,10,New York,2024-08-13
ORD-02237,Basketball,Sports,457.69,1,New York,2024-06-22
ORD-02238,Football,Sports,54.3,9,San Francisco,2024-02-16
ORD-02239,Puzzle,Toys,784.41,5,Chicago,2024-02-21
ORD-02240,Puzzle,Toys,912.51,6,Chicago,2024-03-29
ORD-02241,Microwave,Home & Kitchen,62.25,1,Los Angeles,2024-05-23
ORD-02242,Biography,Books,173.12,3,Houston,2024-01-23
ORD-02243,Textbook,Books,872.96,8,New York,2024-04-26
ORD-02244,Phone,Electronics,41.6,6,Chicago,2024-04-13
ORD-02245,Jacket,Clothing,58.09,10,Chicago,2024-11-12
ORD-02246,Shirt,Clothing,73.46,2,San Francisco,2024-02-29
ORD-02247,Vacuum Cleaner,Home & Kitchen,524.99,9,Houston,2024-06-21
ORD-02248,Laptop,Electronics,397.48,10,Chicago,2023-12-18
ORD-02249,Building Blocks,Toys,150.09,2,New York,2024-01-03
ORD-02250,Yoga Mat,Sports,548.96,7,Chicago,2023-12-19
ORD-02251,Phone,Electronics,791.63,4,Chicago,2024-03-19
ORD-02252,Fiction,Books,688.43,9,San Francisco,2024-06-27
ORD-02253,Textbook,Books,772.92,3,San Francisco,2024-04-23
ORD-02254,Jacket,Clothing,725.96,5,Chicago,2024-05-11
ORD-02255,Tablet,Electronics,731.35,6,Houston,2024-04-07
ORD-02256,Basketball,Sports,708.75,2,Los Angeles,2024-08-14
ORD-02257,Puzzle,Toys,411.55,5,Los Angeles,2023-12-05
ORD-02258,Yoga Mat,Sports,765.32,4,New York,2024-01-22
ORD-02259,Building Blocks,Toys,607.5,7,Los Angeles,2023-12-12
ORD-02260,Shoes,Clothing,115.76,6,Los Angeles,2024-06-13
ORD-02261,Fiction,Books,957.22,6,Chicago,2024-10-22
ORD-02262,Tennis Racket,Sports,633.42,1,Los Angeles,2024-02-14
ORD-02263,Doll,Toys,414.85,10,San Francisco,2023-12-08
ORD-02264,Blender,Home & Kitchen,64.11,10,New York,2024-08-11
ORD-02265,Cookware,Home & Kitchen,971.83,5,San Francisco,2024-04-15
ORD-02266,Football,Sports,789.09,2,Chicago,2023-12-08
ORD-02267,Jeans,Clothing,18.33,5,Chicago,2024-11-23
ORD-02268,Biography,Books,702.84,3,Chicago,2024-07-31
ORD-02269,Non-Fiction,Books,911.54,3,Houston,2024-08-03
ORD-02270,Laptop,Electronics,690.96,9,Los Angeles,2023-12-27
ORD-02271,Biography,Books,913.69,5,New York,2024-05-20
ORD-02272,Doll,Toys,912.46,6,New York,2024-06-13
ORD-02273,Non-Fiction,Books,283.65,10,Los Angeles,2023-12-17
ORD-02274,Yoga Mat,Sports,205.46,4,New York,2024-06-17
ORD-02275,Jacket,Clothing,189.88,8,Los Angeles,2024-02-02
ORD-02276,Yoga Mat,Sports,13.58,9,Los Angeles,2023-12-10
ORD-02277,Fiction,Books,613.09,5,San Francisco,2024-09-26
ORD-02278,Action Figure,Toys,737.38,2,San Francisco,2024-03-17
ORD-02279,Tennis Racket,Sports,607.16,5,Chicago,2023-12-16
ORD-02280,Fiction,Books,8.06,7,Chicago,2024-03-07
ORD-02281,Laptop,Electronics,220.0,1,Los Angeles,2024-05-08
ORD-02282,Basketball,Sports,14.47,3,Houston,2024-04-13
ORD-02283,Tablet,Electronics,20.49,7,San Francisco,2024-06-22
ORD-02284,Building Blocks,Toys,475.04,10,Houston,2024-04-16
ORD-02285,Biography,Books,659.34,5,Houston,2024-07-21
ORD-02286,Football,Sports,397.45,2,Chicago,2024-01-01
ORD-02287,Cookware,Home & Kitchen,150.81,2,Los Angeles,2024-08-25
ORD-02288,Vacuum Cleaner,Home & Kitchen,59.06,1,San Francisco,2024-10-31
ORD-02289,Textbook,Books,120.07,7,Houston,2024-04-02
ORD-02290,Biography,Books,811.47,1,Houston,2024-06-18
ORD-02291,Blender,Home & Kitchen,564.92,10,Chicago,2024-08-17
ORD-02292,Jeans,Clothing,594.76,10,New York,2024-04-17
ORD-02293,Biography,Books,263.08,2,Chicago,2024-07-19
ORD-02294,Shirt,Clothing,61.03,6,Los Angeles,2024-03-31
ORD-02295,Non-Fiction,Books,685.18,2,Los Angeles,2024-05-16
ORD-02296,Non-Fiction,Books,560.21,7,San Francisco,2023-12-22
ORD-02297,Textbook,Books,9.0,9,Chicago,2024-11-23
ORD-02298,Jeans,Clothing,670.13,5,Houston,2024-02-18
ORD-02299,Vacuum Cleaner,Home & Kitchen,371.15,4,Chicago,2024-04-15
ORD-02300,Cookware,Home & Kitchen,102.28,9,San Francisco,2024-06-20
ORD-02301,Yoga Mat,Sports,510.68,8,New York,2024-04-22
ORD-02302,Phone,Electronics,363.62,3,Los Angeles,2023-12-22
ORD-02303,Action Figure,Toys,502.06,4,Los Angeles,2024-10-25
